"AC","Description","Fortitude","HP","Initiative","Other Abilities","Other Health","Reflex","Senses","Speed","Will","id","name"
"40","Large elemental humanoid (fire) XP 7,000 ","37","233","+20",", fly 8 (hover)Scimitar (standard; at-will)  Fire , Weapon Reach 2; +30 vs. AC; 2d10 + 9 damage (crit 6d10 + 29), and ongoing 5 fire damage (save ends). R Fire Bolt (standard; at-will)  Fire , Weapon Ranged 10; +31 vs. AC; 3d6 + 8 fire damage, and ongoing 5 fire damage (save ends). R Fiery Chains (standard; recharge    )  Fire Ranged 10; +28 vs. Reflex; 2d8 + 7 fire damage, and the target takes ongoing 20 fire damage and is restrained (save ends both). As a move action, the efreet pyresinger can slide a target wrapped in fiery chains 1 square. A Sheets of Flame (standard; recharge    )  Fire Area burst 3 within 20; the pyresinger fills the area with 20-foothigh sheets of roaring flame. Any creature that enters or begins its turn in the area or adjacent to it takes 10 fire damage. The sheets of flame block line of sight. Alignment Evil Languages Primordial Skills Arcana +22, Bluff +25, Diplomacy +25, Insight +21, Intimidate +25 Str 29 (+21) Dex 26 (+20) Wis 18 (+16) Con 25 (+19) Int 20 (+17) Cha 26 (+20) Equipment scimitar, scepter","HP 233; Bloodied 116 ","36","Perception +16 Fiery Soul (Fire) aura 1; a creature that enters or begins its turn in the aura takes 10 fire damage; any creature in the aura taking ongoing fire damage takes 5 extra ongoing fire damage. ","6","36","98",""
"28","Large natural animate (construct) XP 800 ","26","132","+8","Slam (standard; at-will) Reach 2; +19 vs. AC; 2d8 + 6 damage. R Divine Retribution (immediate reaction, when an enemy attacks the eidolon while hallowed stance is active; at-will)  Radiant Divine radiance strikes the creature that attacked the eidolon: ranged 20; +17 vs. Reflex; 2d8 + 5 radiant damage. Miss: Half damage. This attack does not provoke opportunity attacks. R Vengeful Flames (immediate reaction, when an enemy kills one of the eidolon's allies in the eidolon's line of sight; at-will)  Fire Divine fire engulfs the enemy: ranged 20; +17 vs. Reflex; 1d8 + 5 fire damage, and ongoing 5 fire (save ends). This attack does not provoke opportunity attacks. Hallowed Stance (standard; at-will)  Radiant The eidolon assumes a meditative stance. Until the end of its next turn, the eidolon gains resist 20 to all damage, and all allies in its line of sight deal an extra 1d8 radiant damage on their melee attacks. If the eidolon moves, the effect ends. Alignment Unaligned Languages -- Str 22 (+12) Dex 14 (+8) Wis 16 (+9) Con 20 (+11) Int 7 (+4) Cha 11 (+6)","HP 132; Bloodied 66 ","22","Perception +9 Fearless Followers aura 5; allies in the aura are immune to fear. ","5","23","99",""
"23","Medium fey humanoid XP 300 ","17","77","+11","; see also fey stepLongsword (standard; at-will)  Weapon +12 vs. AC; 1d8 + 4 damage. M Stab of the Entangling Wild (standard or opportunity attack; recharge   )  Weapon Requires longsword; +12 vs. AC; 3d8 + 4 damage, and the target is restrained until the end of the eladrin fey knight's next turn. The eladrin fey knight cannot attack with its longsword while the target is restrained. R Feywild Challenge (standard; encounter) Ranged 10; the target is marked until the end of the encounter or until the eladrin fey knight dies, taking 4 damage each round it does not attack the eladrin fey knight. Fey Step (move; encounter)  Teleportation The eladrin fey knight can teleport 5 squares. Harvest's Sorrow (immediate reaction, when an ally within 5 squares of the eladrin fey knight is damaged; at-will) Half the attack's damage is negated, and the eladrin fey knight takes the other half. Alignment Any Languages Common, Elven Skills Athletics +12, Arcana +7, History +7, Nature +9 Str 18 (+7) Dex 22 (+9) Wis 13 (+4) Con 13 (+4) Int 14 (+5) Cha 16 (+6) Equipment chainmail, light shield, longsword","HP 77; Bloodied 38 ","19","Perception +4; low-light vision Feywild Tactics aura 10; fey creatures in the aura score a critical hit on a roll of 19 or 20 (a roll of 19 is not an automatic hit, however). ","5","17","100",""
"33","Medium fey humanoid, eladrin XP 2,400 ","28","180","+17",", fly 9 (hover); see also fey stepLongsword (standard; at-will)  Weapon +23 vs. AC; 1d8 + 8 damage. R Autumn Chill (standard; encounter) Ranged 5; +22 vs. Will; the target is weakened until the end of the encounter. C Whirlwind Blast (standard; at-will) Close blast 5; +22 vs. Fortitude; 2d8 + 9 damage, and the target is pushed 2 squares (pushed 3 squares and knocked prone on a critical hit). Miss: Half damage, and the target is not pushed. Fey Step (move; encounter)  Teleportation The bralani of autumn winds can teleport 5 squares. Alignment Any Languages Common, Elven Skills Arcana +14, History +14, Intimidate +22, Nature +18 Str 15 (+11) Dex 26 (+17) Wis 19 (+13) Con 20 (+14) Int 16 (+12) Cha 27 (+17) Equipment leather armor, longsword","HP 180; Bloodied 90 ","31","Perception +13; low-light vision Cloak of Autumn Gusts aura 5; creatures other than eladrin (including flying creatures) treat the area within the aura as difficult terrain. ","6","32","101",""
"22","Medium fey humanoid XP 350 ","19","82","+7","; see also fey stepSpear (standard; at-will)  Weapon +10 vs. AC; 1d8 + 1 damage, and the target is slowed until the end of the eladrin twilight incanter's next turn. R Binding Bolt (standard; at-will) Ranged 10; +12 vs. Reflex; 1d8 + 3 damage, and the target is immobilized until the end of the eladrin twilight incanter's next turn.","HP 82; Bloodied 41 ","21","Perception +5; low-light vision ","6","21","102",""
"33","Medium fey humanoid, eladrin XP 3,200 ","30","134","+19",", fly 8 (hover); see also fey stepWinter's Touch (standard; at-will)  Cold +25 vs. AC; 2d8 + 9 cold damage. R Freezing Ray (standard; at-will)  Cold Ranged 12; +25 vs. Reflex; 2d8 + 9 cold damage, and the target is slowed (save ends). C Chilling Defiance (standard; at-will)  Cold, Healing Close burst 3; targets enemies; automatic hit; the target takes 10 cold damage and is slowed until the end of the ghaele's next turn. The ghaele of winter regains 2 hit points for each enemy who takes damage from this power. C Imperious Wrath (minor; recharges when the ghaele of winter regains at least 4 hit points with chilling defiance) Close burst 3; +23 vs. Will; the target is dazed until the end of the encounter. Fey Step (move; encounter)  Teleportation The ghaele of winter can teleport 5 squares. Alignment Any Languages Common, Elven Skills Arcana +15, Diplomacy +24, History +15, Insight +21, Intimidate +24, Nature +21 Str 17 (+13) Dex 28 (+19) Wis 22 (+16) Con 22 (+16) Int 17 (+13) Cha 29 (+19) Equipment robes","HP 134; Bloodied 77 ","33","Perception +16; low-light vision ","6","33","103",""
"34","Large elemental magical beast (earth, fire) XP 2,000 ","34","170","+17","Fist of Flame (standard; at-will)  Fire Reach 2; +21 vs. Reflex; 2d8 + 8 fire damage. R Brimstone Rock (standard; at-will)  Fire The rockfire dreadnought hurls a flaming chunk of brimstone at the target. Ranged 10/20; +23 vs. AC; 2d6 + 6 damage plus 5 fire damage. Alignment Unaligned Languages Primordial Str 27 (+17) Dex 22 (+15) Wis 16 (+12) Con 18 (+13) Int 8 (+8) Cha 7 (+7)","HP 170; Bloodied 85 ","32","Perception +12 Waves of Flame (Fire) aura 1; any creature that enters or starts its turn in the aura takes 10 fire damage. ","8","29","104",""
"25","Large elemental magical beast (air, fire) XP 600 ","21","108","+12","","HP 108; Bloodied 54 ","25","Perception +5 ",,"20","105",""
"37","Large elemental magical beast (air, earth) XP 5,100 ","34","219","+21","","HP 219; Bloodied 109 ","36","Perception +14 ",,"29","106",""
"42","Huge elemental magical beast (air, water) XP 18,000 ","40","382","+24","","HP 382; Bloodied 191 ","42","Perception +16 ",,"35","107",""
"15","Medium fey humanoid XP 125 ","11","32","+5","; see also wild stepShort Sword (standard; at-will)  Weapon +5 vs. AC; 1d6 + 4 damage. R Longbow (standard; at-will)  Weapon Ranged 20/40; +7 vs. AC; 1d10 + 4 damage; see also archer's mobility. Archer's Mobility If the elf archer moves at least 4 squares from its original position, it gains a +2 bonus to ranged attack rolls until the start of its next turn.","HP 32; Bloodied 16 ","13","Perception +11; low-light vision Group Awareness aura 5; non-elf allies in the aura gain a +1 racial bonus to Perception checks. ","7","12","108",""
"16","Medium fey humanoid XP 125 ","13","39","+7","; see also wild stepLongsword (standard; at-will)  Weapon +7 vs. AC; 1d8 + 4 damage. m Short Sword (standard; at-will)  Weapon +7 vs. AC; 1d6 + 4 damage. M Two-Weapon Rend (standard; encounter)  Weapon The elf scout makes a longsword attack and a short sword attack against the same target. If both attacks hit, the elf scout deals an additional 4 damage. Elven Accuracy (free; encounter) The elf can reroll an attack roll. It must use the second roll, even if it's lower. Combat Advantage An elf scout that has combat advantage deals an extra 1d6 damage on it attacks. Wild Step The elf ignores difficult terrain when it shifts. Alignment Any Languages Common, Elven Skills Nature +10, Stealth +9 Str 12 (+2) Dex 18 (+5) Wis 14 (+3) Con 15 (+3) Int 10 (+1) Cha 12 (+2) Equipment chainmail, longsword, short sword","HP 39; Bloodied 19 ","15","Perception +10; low-light vision Group Awareness aura 5; non-elf allies in the aura gain a +1 racial bonus to Perception checks. ","6","13","109",""
"28","Large natural humanoid (giant) XP 1,000 ","26","222","+8"," Action Points 1Club (standard; at-will)  Weapon Reach 2; +15 vs. AC; 1d8 + 9 damage, and the target is pushed 1 square. M Swat (immediate reaction, when an enemy moves into a position that flanks the ettin; at-will) The ettin targets one creature flanking it: +13 vs. Fortitude; the target is pushed 3 squares. Double Actions An ettin rolls initiative twice, gets two turns during a round, and has a full set of actions (standard, move, minor) on each turn. Each set of actions corresponds to a different head. The ettin's ability to take immediate actions refreshes on each of its turns. Dual Brain At the end of its turn, the ettin automatically saves against the dazed and stunned conditions and against charm effects that a save can end. Alignment Chaotic evil Languages Giant Str 28 (+14) Dex 12 (+6) Wis 15 (+7) Con 23 (+11) Int 8 (+4) Cha 9 (+4) Equipment hide armor, 2 clubs","HP 222; Bloodied 111 ","18","Perception +12 ","6","19","110",""
"28","Large natural humanoid (giant) XP 1,400 ","27","252","+6"," Action Points 1Club (standard; at-will)  Weapon Reach 2; +17 vs. AC; 1d8 + 7 damage, and the target is pushed 1 square. R Curse of Shattered Bone (standard; at-will) Ranged 10; +15 vs. Will; the next time the spirit talker successfully hits the target with a melee attack, the attack is treated as a critical hit and deals an extra 1d12 damage. The curse lasts until the end of the ettin spirit talker's next turn. C Spirit Call (standard; recharge   )  Necrotic The ettin spirit-talker initiates a howling chant to demonic spirits, filling the area with swirling spectral forms: close burst 5; +15 vs. Fortitude; 2d6 + 6 necrotic damage, and the target slides 3 squares. Double Actions An ettin rolls initiative twice, gets two turns during a round, and has a full set of actions (standard, move, minor) on each turn. Each set of actions corresponds to a different head. The ettin's ability to take immediate actions refreshes on each of its turns. Dual Brain At the end of its turn, the ettin automatically saves against the dazed and stunned conditions and against charm effects that a save can end. Alignment Chaotic evil Languages Giant Skills Religion +12 Str 25 (+13) Dex 10 (+6) Wis 23 (+12) Con 22 (+12) Int 13 (+7) Cha 15 (+8) Equipment hide armor, 2 clubs","HP 252; Bloodied 126 ","21","Perception +17 ","6","26","111",""
"21","Tiny natural animate (undead) XP 350 ","18","70","+7","","HP 70; Bloodied 35 Regeneration 5 ","23","Perception +11 ",,"21","112",""
"37","Small natural animate (undead) XP 6,050 ","34","174","+19","","HP 174; Bloodied 87 Regeneration 10 ","39","Perception +22; truesight 6 ",,"37","113",""
"35","Huge fey humanoid (giant) XP 4,800 ","35","362","+8"," Action Points 1Flail (standard; at-will)  Weapon Reach 3; +24 vs. AC; 2d6 + 7 damage; see also studied foe. R Evil Eye (minor; at-will) Ranged 5; +22 vs. Will; the target takes 3d6 + 5 damage whenever it damages the fomorian painbringer. If the painbringer uses this power against a new target, the previous target is no longer affected. R Funnel Pain (standard; at-will) Ranged 8; +22 vs. Will; 4d6 + 5 damage; see also studied foe. C Painful Visions (minor; encounter) Close burst 4; +22 vs. Will; the target is dazed (save ends); see also studied foe. Studied Foe The fomorian painbringer gains a +2 bonus to attack rolls against a creature affected by its evil eye power. Alignment Evil Languages Elven Skills Intimidate +19 Str 24 (+16) Dex 9 (+8) Wis 14 (+11) Con 21 (+14) Int 12 (+10) Cha 21 (+14) Equipment hide armor, flail","HP 362; Bloodied 181 ","29","Perception +16; truesight 6 ","8","33","114",""
"34","Huge fey humanoid (giant) XP 3,200 ","38","332","+12"," Action Points 1Mace (standard; at-will)  Weapon Reach 3; +22 vs. AC; 1d12 + 10 damage; see also skullcracker. R Evil Eye (minor; at-will) Ranged 5; +20 vs. Will; the target is immobilized (save ends). The target is no longer immobilized if the fomorian uses its evil eye on another creature. Skullcracker The fomorian warrior deals an extra 2d10 damage on melee attacks made against an immobilized creature. Alignment Evil Languages Elven Skills Intimidate +17 Str 30 (+18) Dex 15 (+10) Wis 10 (+8) Con 22 (+14) Int 11 (+8) Cha 18 (+12) Equipment hide armor, mace","HP 332; Bloodied 166 ","30","Perception +13; truesight 6 ","8","32","115",""
"22","Medium aberrant humanoid XP 350 ","19","86","+9"," (9 while bloodied)Bone Dagger (standard; at-will)  Weapon +13 vs. AC; 1d4 + 3 damage. M Dagger Dance (standard; recharges when first bloodied)  Weapon The foulspawn mangler makes four bone dagger attacks and shifts 1 square after each attack. R Bone Daggers (standard; at-will)  Weapon The foulspawn mangler makes two bone dagger attacks. Ranged 5/10; +13 vs. AC; 1d4 + 3 damage with each hit. Combat Advantage The foulspawn mangler deals an extra 2d6 damage against any target it has combat advantage against. Mangler's Mobility The foulspawn mangler gains a +5 racial bonus to AC against opportunity attacks provoked by movement. Alignment Evil Languages Deep Speech, telepathy 10 Skills Athletics +10, Stealth +12 Str 13 (+5) Dex 17 (+7) Wis 6 (+2) Con 14 (+6) Int 10 (+4) Cha 14 (+6) Equipment 8 daggers","HP 86; Bloodied 43; see also dagger dance ","20","Perception +7; low-light vision ","7","19","116",""
"25","Medium aberrant humanoid XP 400 ","26","102","+7","Greatsword (standard; at-will)  Weapon +14 vs. AC (+16 while bloodied); 1d10 + 4 damage, or 1d10 + 6 damage while bloodied. Berserker Charge (standard; at-will) The foulspawn berserker charges and deals an extra 5 damage when its melee basic attack hits. Mental Feedback  Psychic If the foulspawn berserker is attacked by a charm effect, the foulspawn berserker and its attacker take 10 psychic damage. Alignment Chaotic evil Languages Deep Speech, telepathy 10 Str 18 (+8) Dex 12 (+5) Wis 3 (+0) Con 22 (+10) Int 8 (+3) Cha 12 (+5) Equipment greatsword","HP 102; Bloodied 51 ","21","Perception +0; low-light vision Berserker Aura aura 1; when a creature in the aura makes a melee attack, it targets a random creature within its reach. ","7","21","117",""
